INSCRICAO;LABEL;RENDA_MEDIA
97632;s;450.0
97633;s;1036.4466666666667
97635;s;850.0
97637;s;687.75
97638;s;1369.3
97639;s;417.6
97640;s;238.5
97642;s;578.75
97643;s;950.41
97644;s;739.6666666666666
97645;s;1161.4924999999998
97648;s;954.0
97650;s;1141.41
97651;s;0.0
97654;s;1299.5
97657;s;250.0075
97658;s;868.25
97664;s;377.53999999999996
97669;s;542.4
97670;s;477.005
97673;s;787.5
97674;s;677.27
97675;s;318.0
97677;s;574.392
97678;s;572.4
97680;s;1369.9966666666667
97692;s;300.0
97693;s;540.69
97697;s;333.3333333333333
97698;s;954.0
97699;s;974.3733333333333
97700;s;0.0
97701;s;586.53
97702;s;433.3333333333333
97704;s;950.0
97706;s;614.7657142857142
97708;s;194.4
97711;s;0.0
97712;s;1298.778
97716;s;493.11
97718;s;564.0066666666667
97719;s;401.75
97722;s;600.0
97723;s;421.66499999999996
97724;s;498.5540000000001
97728;s;1225.0
97729;s;225.25
97731;s;1160.2633333333333
97735;s;1038.1875
97736;s;430.0
97740;s;250.0
97741;s;338.1875
97743;s;505.63000000000005
97745;s;988.5025
97746;s;1000.0
97748;s;425.3533333333333
97750;s;625.0
97751;s;1000.0
97752;s;525.0375
97753;s;0.0
97754;s;625.0
97756;s;636.0
97760;s;810.145
97761;s;150.0075
97764;s;685.0
97765;s;477.005
97766;s;500.5
97767;s;564.8266666666667
97768;s;1304.54
97771;s;1313.6575
97772;s;282.0
97777;s;857.2966666666667
97779;s;920.0
97782;s;3486.3925
97786;s;446.5
97787;s;904.0
97790;s;545.75
97793;s;600.0
97796;s;799.3625
97803;s;355.0
97804;s;486.084
97805;s;400.0
97806;s;1000.0
97807;s;607.9699999999999
97817;s;955.0
97818;s;988.0
97820;s;1255.9275
97824;s;494.5
97826;s;477.0
97829;s;666.6733333333333
97834;s;318.00666666666666
97836;s;381.6
97837;s;333.3333333333333
97840;s;680.0959999999999
97845;s;242.8
97848;s;175.0
97850;s;584.67
97851;s;318.0
97855;s;919.0466666666666
97856;s;340.0
97858;s;541.0425
97863;s;650.0
97867;s;500.0
97875;s;774.4066666666668
97878;s;369.4216666666666
97881;s;562.5075000000002
97884;s;451.3333333333333
97885;s;316.25
97889;s;954.0
97891;s;328.06666666666666
97898;s;1400.0
97901;s;873.86
97903;s;1388.0
97908;s;954.005
97917;s;1060.58
97927;s;583.4933333333333
97928;s;457.54333333333335
97929;s;946.46
97933;s;895.2166666666667
97935;s;905.6
97942;s;283.3333333333333
97944;s;609.25
97945;s;1380.0
97947;s;103.33333333333333
97951;s;691.6574999999999
97958;s;737.0
97965;s;242.28571428571428
97973;s;1195.5566666666666
97980;s;300.0
97981;s;478.005
97989;s;125.2525
97991;s;341.53999999999996
97993;s;500.00666666666666
97995;s;125.0
97996;s;750.005
97997;s;401.5571428571428
97998;s;430.742
98002;s;318.0
98003;s;0.01
98021;s;623.0216666666669
98041;s;1.0
