codigo;deferimento;renda_mensal
97159;s;50
97159;s;10
97764;s;420
97764;s;950
96612;n;
96612;n;1450
96612;n;
97510;n;925
97510;n;
97510;n;925
97865;n;
97865;n;
97095;n;800
97095;n;1
97865;n;954
96871;n;
96871;n;
96871;n;
96871;n;1200
97517;n;
97517;n;1540
97459;n;
97459;n;800
97459;n;800
97459;n;
88692;n;
88692;n;852.61
88692;n;7026.44
88692;n;
97823;n;1200
97823;n;329.13
97823;n;329.13
96343;n;
96343;n;954
96343;n;954
96343;n;
97316;n;3630
97316;n;
97316;n;860
97316;n;
97316;n;
97135;s;2368.26
97135;s;
97135;s;
97119;s;1200
97604;n;
97604;n;
97604;n;2276.33
97604;n;
96538;s;
96538;s;1300
96926;n;
96926;n;5358.22
96926;n;
96926;n;2320.79
97642;s;1240
97642;s;
97642;s;1075
97642;s;
97603;n;
97603;n;5341.37
97603;n;
97603;n;
97603;n;
97603;n;
97870;n;
96688;s;
96688;s;1577.4
96688;s;500
96688;s;
97870;n;
96481;s;
96481;s;1908
96703;n;2000
96708;n;
96708;n;
96708;n;1326.99
97378;n;
97378;n;1145
97378;n;
97606;n;1090
97606;n;1900
97606;n;
97739;n;
97739;n;
97739;n;1500
97739;n;
97739;n;
97253;s;3500
97253;s;2040
97253;s;
97253;s;
97891;s;984.2
97891;s;
97276;n;
97276;n;1500
97891;s;
97827;n;954
97827;n;500
97827;n;954
96726;n;200
97007;n;1970
96407;s;230
96407;s;400
97007;n;
96564;n;817.34
96564;n;
96564;n;2104.01
96564;n;
96564;n;
96564;n;
97270;n;
97270;n;
97270;n;
97270;n;
97270;n;350
97270;n;
97270;n;
97270;n;
97945;s;
97945;s;6900
97945;s;
97945;s;
97832;n;3500
97832;n;1328
97832;n;
97832;n;
97945;s;
96370;n;1200
96370;n;
96877;n;2115.15
96877;n;
96877;n;1451.65
97980;s;
97980;s;
97980;s;900
97486;n;
97734;n;1023.23
97734;n;947.41
97734;n;550
97407;s;
97407;s;
97407;s;
97407;s;1032
97842;n;
97842;n;4988.06
97842;n;
97842;n;
96462;s;1768.9
96462;s;350
96462;s;
96462;s;516
97476;n;960
97476;n;
97114;n;1600
97114;n;1805.1
97114;n;1020
97114;n;954
97667;n;3000
97667;n;968
97667;n;
97667;n;
96424;s;1431
96424;s;
97991;s;1024.6
96316;n;1800
96316;n;1800
96316;n;
96368;s;1700
96368;s;
96368;s;
97991;s;0.01
97991;s;0.01
96628;n;200
96628;n;
96628;n;87
96628;n;
96628;n;
96628;n;1065
97104;s;
97104;s;1908
97698;s;954
97373;n;
97373;n;1065
97427;s;1100
97427;s;
97427;s;1000
97427;s;1100
96788;n;
96788;n;1391.48
96788;n;
96819;n;2376
96819;n;
96819;n;
96819;n;
96819;n;
96641;n;1364.78
96641;n;
96641;n;4080.45
95554;n;4242
95554;n;
95554;n;
97662;n;700
97165;s;
97165;s;2000
97914;n;
97914;n;1550
97502;s;6720.13
97502;s;
97502;s;
97502;s;
97502;s;
97217;s;
97217;s;
97217;s;2358.87
97217;s;
97816;n;4500
97816;n;
97816;n;
97816;n;
96558;s;2247.22
96558;s;
96558;s;
96558;s;
97816;n;
97755;n;
97755;n;
97755;n;900
97755;n;1424.32
97377;n;
97377;n;954
96758;s;
96758;s;
96758;s;1355.39
96725;n;4137
96725;n;
96725;n;
96725;n;954
96725;n;1838.75
97725;n;
97725;n;
97725;n;
97725;n;1530
97656;n;
97656;n;3232
97656;n;
97841;n;2650
97841;n;
97100;n;1250
97100;n;
97503;s;972.03
97503;s;950
96445;s;1568
96445;s;
96445;s;
97765;s;954
97765;s;0.01
97100;n;1300
97100;n;
97100;n;1130
97993;s;1500
97993;s;0.01
97993;s;0.01
96563;s;
96563;s;937
98002;s;
98002;s;
98002;s;954
97545;s;
97545;s;430
88059;s;
88059;s;
88059;s;598
97269;s;
97269;s;954
97269;s;
96633;s;
96633;s;
96633;s;600
97613;s;1030
97613;s;
97613;s;
97613;s;
97613;s;4884
96724;s;
96724;s;1322.35
96527;s;300
96527;s;900
96724;s;257.9
97152;s;
97152;s;
97152;s;
97152;s;954
96882;s;
96882;s;400
97428;s;
97428;s;1000
97550;s;1000
97550;s;
97550;s;
97550;s;
93175;s;0.01
93175;s;2500
93175;s;0.01
97625;s;
97625;s;415
97625;s;415
96669;s;1210.71
96669;s;
96669;s;
97645;s;3625.97
97645;s;1020
97645;s;
97645;s;
96358;s;
96358;s;1310.29
96358;s;1244.14
96358;s;
96818;s;
96818;s;
96818;s;1200
90296;s;1014
90296;s;
90296;s;1800
90296;s;
93017;s;0.01
88214;s;
88214;s;
88214;s;
88214;s;954
93017;s;1100
93017;s;880
89331;s;937
89331;s;
90259;s;350
90259;s;1685
90259;s;
90259;s;
90259;s;
89331;s;511
97673;s;
97673;s;
97673;s;1950
97673;s;1200
89625;s;1051.03
89625;s;2162.52
89625;s;
96745;s;
96745;s;
96745;s;1700
96745;s;
95751;s;
95751;s;600
98041;s;1
